text,metadata
"70  2.6.4 Dynamic Hazards* Consider an input transition for which we expect to see a change in an output. Under certain timing conditions, the output may not transition smoothly, but instead bo unce between its original value and its new value before coming to rest at the new value. A circuit that might exhibit such behavior is said to contain a dynamic hazard . The qualiﬁer “dynamic” refers to the expected change in the outp ut. Dynamic hazards appear only in more complex circuits, such as the on e shown below. The output of this circuit is deﬁned by the equation Q=¯AB+¯A¯C+¯B¯C+BD. jA B i C hf g Q D Consider the transition from the input state ABCD= 1111 to 1011, in whichBfalls from 1 to 0. For simplicity, assume that each gate has a delay of 1 time unit. If Bgoes low at time T= 0, the table shows the progression over time of logic levels at several intermediate points in the circuit and at the output Q. Each gate merely produces the appropriate output based on its inputs in the previous time step. After one delay , the three gates with Bas a direct input change their outputs (to stable, ﬁnal values). After another delay, at T= 2, the other three gates re-TfghijQ 0000111 1111111 2111000 3111011 4111010 spond to the initial changes and ﬂip their outputs. The resulting cha nges induce another set of changes at T= 3, which in turn causes the output Qto change a ﬁnal time at T= 4. The output column in the table illustrates the possible impact of a dyna mic hazard: rather than a smooth transition from 1 to 0, the output drops to 0, rises back to 1, and ﬁ nally falls to 0 again. The dynamic hazard in thiscasecanbe attributedto thepresenceofastatic hazardin t helogicthat producesintermediatevalue j.","{'page_number': 75, 'textbook_name': 'ECE-120-student-notes', 'text': '70  2.6.4 Dynamic Hazards* Consider an input transition for which we expect to see a change in an output. Under certain timing conditions, the output may not transition smoothly, but instead bo unce between its original value and its new value before coming to rest at the new value. A circuit that might exhibit such behavior is said to contain a dynamic hazard . The qualiﬁer “dynamic” refers to the expected change in the outp ut. Dynamic hazards appear only in more complex circuits, such as the on e shown below. The output of this circuit is deﬁned by the equation Q=¯AB+¯A¯C+¯B¯C+BD. jA B i C hf g Q D Consider the transition from the input state ABCD= 1111 to 1011, in whichBfalls from 1 to 0. For simplicity, assume that each gate has a delay of 1 time unit. If Bgoes low at time T= 0, the table shows the progression over time of logic levels at several intermediate points in the circuit and at the output Q. Each gate merely produces the appropriate output based on its inputs in the previous time step. After one delay , the three gates with Bas a direct input change their outputs (to stable, ﬁnal values). After another delay, at T= 2, the other three gates re-TfghijQ 0000111 1111111 2111000 3111011 4111010 spond to the initial changes and ﬂip their outputs. The resulting cha nges induce another set of changes at T= 3, which in turn causes the output Qto change a ﬁnal time at T= 4. The output column in the table illustrates the possible impact of a dyna mic hazard: rather than a smooth transition from 1 to 0, the output drops to 0, rises back to 1, and ﬁ nally falls to 0 again. The dynamic hazard in thiscasecanbe attributedto thepresenceofastatic hazardin t helogicthat producesintermediatevalue j.'}"
"2.6 Sequential Logic 71 2.6.5 Essential Hazards* Essential hazards are inherent to the function of a circuit and may appear in any impleme ntation. In sequential feedback circuit design, they must be addressed at a lo w level to ensure that variations in logic path lengths ( timing skew ) through a circuit do not expose them. With clocked synchronous c ircuits, essential hazards are abstracted into a single form: clock skew , or disparate clock edge arrival times at a circuit’s ﬂip-ﬂops. An example demonstrates the possible eﬀects: consider the const ruction of a clocked synchronous circuit to recognize 0-1 sequences on an input IN. Output Qshould be held high for one cycle after recognition, that is, untilthe nextrisingclockedge. Adescriptionofstatesandasta tediagramforsuchacircuitappearbelow. S1S0state meaning 00 A nothing, 1, or 11 seen last 01 B 0 seen last 10 C 01 recognized (output high) 11 unusedA1/0 C B0/0 0/0 1/0 0/1 1/1 For three states, we need two (= ⌈log23⌉) ﬂip-ﬂops. Denote the internal state S1S0. The speciﬁc internal state values for each logicalstate (A, B, and C) simplify the implemen tation and the example. A state table and K-maps for the next-state logic appear below. The state table uses one line per state with separate columns for each input combination, making the table more compact t han one with one line per state/input combination. Each column contains the full next-state information , including output. Using this form of the state table, the K-maps can be read directly from the table. IN S1S00 1 00 01/0 00/0 01 01/0 10/0 11 x x 10 01/1 00/1S S 10 0 1S IN0 000 01 11 10 0 1IN0 0 00 x 0 1 xS S 1 0S S 000 01 11Q x1x 0x 1 xS 100 0 0 101 11 10 0 1IN1 1 0+ 0 1 0+ 1 0 Examining the K-maps, we see that the excitation and output equat ions are S+ 1=IN·S0,S+ 0=IN, and Q=S1. An implementation of the circuit using two D ﬂip-ﬂops appears below. Imagine that mistakes in routing or process variations have made the clock signal’s path to ﬂip -ﬂop 1 much longer than its path into ﬂip-ﬂop 0, as illustrated. 01 10QIN CLKD S D S a long, slow wire Due to the long delays, we cannot assume that rising clock edges arr ive at the ﬂip-ﬂops at the same time. The result is called clock skew, and can make the circuit behave improp erly by exposing essential hazards. In the logical B to C transition, for example, we begin in state S1S0= 01 with IN= 1 and the clock edge rising. Assume that the edge reaches ﬂip-ﬂop 0 at time T= 0","{'page_number': 76, 'textbook_name': 'ECE-120-student-notes', 'text': 'The result is called clock skew, and can make the circuit behave improp erly by exposing essential hazards. In the logical B to C transition, for example, we begin in state S1S0= 01 with IN= 1 and the clock edge rising. Assume that the edge reaches ﬂip-ﬂop 0 at time T= 0. After a ﬂip-ﬂop delay ( T= 1),S0goes low. After another AND gate delay ( T= 2), input D1goes low, but the second ﬂip-ﬂop has yet to change state! Finally, at some later time, the clock edge reaches ﬂip-ﬂop 1. Howeve r, the output S1remains at 0, leaving the system in state A rather than state C. Fortunately, in clocked synchronous sequential circuits, all esse ntial hazards are related to clock skew. This fact implies that we can eliminate a signiﬁcant amount of complexity fro m circuit design by doing a good job of distributing the clock signal. It also implies that, as a designer, you should avoid specious addition of logic in a clock path, as you may regret such a decision later, as you tr y to debug the circuit timing.'}"
"The result is called clock skew, and can make the circuit behave improp erly by exposing essential hazards. In the logical B to C transition, for example, we begin in state S1S0= 01 with IN= 1 and the clock edge rising. Assume that the edge reaches ﬂip-ﬂop 0 at time T= 0. After a ﬂip-ﬂop delay ( T= 1),S0goes low. After another AND gate delay ( T= 2), input D1goes low, but the second ﬂip-ﬂop has yet to change state! Finally, at some later time, the clock edge reaches ﬂip-ﬂop 1. Howeve r, the output S1remains at 0, leaving the system in state A rather than state C. Fortunately, in clocked synchronous sequential circuits, all esse ntial hazards are related to clock skew. This fact implies that we can eliminate a signiﬁcant amount of complexity fro m circuit design by doing a good job of distributing the clock signal. It also implies that, as a designer, you should avoid specious addition of logic in a clock path, as you may regret such a decision later, as you tr y to debug the circuit timing.","{'page_number': 76, 'textbook_name': 'ECE-120-student-notes', 'text': 'The result is called clock skew, and can make the circuit behave improp erly by exposing essential hazards. In the logical B to C transition, for example, we begin in state S1S0= 01 with IN= 1 and the clock edge rising. Assume that the edge reaches ﬂip-ﬂop 0 at time T= 0. After a ﬂip-ﬂop delay ( T= 1),S0goes low. After another AND gate delay ( T= 2), input D1goes low, but the second ﬂip-ﬂop has yet to change state! Finally, at some later time, the clock edge reaches ﬂip-ﬂop 1. Howeve r, the output S1remains at 0, leaving the system in state A rather than state C. Fortunately, in clocked synchronous sequential circuits, all esse ntial hazards are related to clock skew. This fact implies that we can eliminate a signiﬁcant amount of complexity fro m circuit design by doing a good job of distributing the clock signal. It also implies that, as a designer, you should avoid specious addition of logic in a clock path, as you may regret such a decision later, as you tr y to debug the circuit timing.'}"
"72  2.6.6 Proof Outline for Clocked Synchronous Design* This section outlines a proof of the claim made regarding clock skew be ing the only source of essential hazards for clocked synchronous sequential circuits. A proof outline suggests the form that a proof might take and provides some of the logical arguments, but is not rigorou s enough to be considered a proof. Here we use a D ﬂip-ﬂop to illustrate a method for identifying essential haz ards (the D ﬂip-ﬂop has no essential hazards, however ), then arguethat the method can be applied generallyto collections ofﬂip-ﬂopsin aclocked synchronous design to show that essential hazards occur only in t he form of clock skew. state low L clock low, last input low high H clock high, last input low pulse low PL clock low, last input high (output high, too) pulse high PH clock high, last input high (output high, too)L L L PH H H PL PHL PL PLL PL PLH PH PHH H PHstate 00 01 11 10CLK  D Consider the sequential feedback state table for a positive edge- triggered D ﬂip-ﬂop, shown above. In designing and analyzing such circuits, we assume that only one input b it changes at a time. The state table consists of one row for each state and one column for each inp ut combination. Within a row, input combinations that have no eﬀect on the internal state of the circu it (that is, those that do not cause any change in the state) are said to be stable; these states are circled . Other states are unstable, and the circuit changes state in response to changes in the inputs. For example, given an initial state L with low output, low clock, and high inputD, the solid arcs trace the reaction of the circuit to a rising clock edge. From the 01 input combin ation, we move along the column to the 11 column, which indicates the new state, PH. Moving down the co lumn to that state’s row, we see that the new state is stable for the input combination 11, and we stop. If PH were not stable, we would continue to move within the column until coming to rest on a stable state. An essential hazard appears in such a table as a diﬀerence between the ﬁnal state when ﬂipping a bit once and the ﬁnal state when ﬂipping a bit thrice in succession. The dashe d arcs in the ﬁgure illustrate the concept: after coming to rest in the PH state, we reset the input t o 01 and move along the PH row to ﬁnd a new state of PL. Moving up the column, we see that the state is sta ble. We then ﬂip the clock a third time and move back along the row to 11, which indicates that PH is again the next state. Moving down the column, we come again to rest in PH, the same state as was reach ed after one ﬂip. Flipping a bit three times rather than once evaluates the impact of timing skew in the circ uit; if a diﬀerent state is reached after two more ﬂips, timing skew could cause unreliable behavior","{'page_number': 77, 'textbook_name': 'ECE-120-student-notes', 'text': 'We then ﬂip the clock a third time and move back along the row to 11, which indicates that PH is again the next state. Moving down the column, we come again to rest in PH, the same state as was reach ed after one ﬂip. Flipping a bit three times rather than once evaluates the impact of timing skew in the circ uit; if a diﬀerent state is reached after two more ﬂips, timing skew could cause unreliable behavior. As you can verify from the table, a D ﬂip-ﬂop has no essential hazards. A group of ﬂip-ﬂops, as might appear in a clocked synchronous circu it, can and usually does have essential hazards, but only dealing with the clock. As you know, the inputs to a clocked synchronous sequential circuit consist of a clock signal and other inputs (either external o f fed back from the ﬂip-ﬂops). Changing an input other than the clock can change the internal state of a ﬂip -ﬂop (of the master-slave variety), but ﬂip-ﬂop designs do not capture the number of input changes in a cloc k cycle beyond one, and changing an input three times is the same as changing it once. Changing the clock, of course, results in a synchronous state machine transition. The detection of essential hazards in a clocked synchronous desig n based on ﬂip-ﬂops thus reduces to exam- ination of the state machine. If the next state of the machine has a ny dependence on the current state, an essential hazard exists, as a second rising clock edge moves the sy stem into a second new state. For a single D ﬂip-ﬂop, the next state is independent of the current state, an d no essential hazards are present.'}"
"We then ﬂip the clock a third time and move back along the row to 11, which indicates that PH is again the next state. Moving down the column, we come again to rest in PH, the same state as was reach ed after one ﬂip. Flipping a bit three times rather than once evaluates the impact of timing skew in the circ uit; if a diﬀerent state is reached after two more ﬂips, timing skew could cause unreliable behavior. As you can verify from the table, a D ﬂip-ﬂop has no essential hazards. A group of ﬂip-ﬂops, as might appear in a clocked synchronous circu it, can and usually does have essential hazards, but only dealing with the clock. As you know, the inputs to a clocked synchronous sequential circuit consist of a clock signal and other inputs (either external o f fed back from the ﬂip-ﬂops). Changing an input other than the clock can change the internal state of a ﬂip -ﬂop (of the master-slave variety), but ﬂip-ﬂop designs do not capture the number of input changes in a cloc k cycle beyond one, and changing an input three times is the same as changing it once. Changing the clock, of course, results in a synchronous state machine transition. The detection of essential hazards in a clocked synchronous desig n based on ﬂip-ﬂops thus reduces to exam- ination of the state machine. If the next state of the machine has a ny dependence on the current state, an essential hazard exists, as a second rising clock edge moves the sy stem into a second new state. For a single D ﬂip-ﬂop, the next state is independent of the current state, an d no essential hazards are present.","{'page_number': 77, 'textbook_name': 'ECE-120-student-notes', 'text': 'We then ﬂip the clock a third time and move back along the row to 11, which indicates that PH is again the next state. Moving down the column, we come again to rest in PH, the same state as was reach ed after one ﬂip. Flipping a bit three times rather than once evaluates the impact of timing skew in the circ uit; if a diﬀerent state is reached after two more ﬂips, timing skew could cause unreliable behavior. As you can verify from the table, a D ﬂip-ﬂop has no essential hazards. A group of ﬂip-ﬂops, as might appear in a clocked synchronous circu it, can and usually does have essential hazards, but only dealing with the clock. As you know, the inputs to a clocked synchronous sequential circuit consist of a clock signal and other inputs (either external o f fed back from the ﬂip-ﬂops). Changing an input other than the clock can change the internal state of a ﬂip -ﬂop (of the master-slave variety), but ﬂip-ﬂop designs do not capture the number of input changes in a cloc k cycle beyond one, and changing an input three times is the same as changing it once. Changing the clock, of course, results in a synchronous state machine transition. The detection of essential hazards in a clocked synchronous desig n based on ﬂip-ﬂops thus reduces to exam- ination of the state machine. If the next state of the machine has a ny dependence on the current state, an essential hazard exists, as a second rising clock edge moves the sy stem into a second new state. For a single D ﬂip-ﬂop, the next state is independent of the current state, an d no essential hazards are present.'}"
"2.7 Registers 73 ECE120: Introduction to Computer Engineering Notes Set 2.7 Registers This set of notes introduces registers, an abstraction used for s torage of groups of bits in digital systems. We introduce some terminology used to describe aspects of registe r design and illustrate the idea of a shift register. The registers shown here are important abstractions f or digital system design. 2.7.1 Registers Aregister is a storage element composed from one or more ﬂip-ﬂops operating on a common clock. In addition to the ﬂip-ﬂops, most regis- ters include logic to control the bits stored by theregister. Forexample,Dﬂip-ﬂopscopytheir inputs at the rising edge ofeach clock cycle, dis- carding whatever bits they have stored before the rising edge (in the previous clock cycle). To enable a ﬂip-ﬂop to retain its value, we might try to hide the rising edge of the clock from the ﬂip-ﬂop, as shown to the right. TheLOADinput controls the clock signals through a method known as clock gating .cQ CLKIN D LOAD IN LOAD QCLK c specious falling edge (has no effect)specious rising edge (causes incorrect load)incorrect output value WhenLOADis high, the circuit reduces to a regular D ﬂip-ﬂop. When LOADis low, the ﬂip-ﬂop clock input,c, is held high, and the ﬂip-ﬂop stores its current value. The problems with clock gating are twofold. First, adding logic to the clock path introduces clock skew, which may cause timing problems later in the development process (or, worse, in future projects that use yo ur circuits as components). Second, in the design shown above, the LOADsignal can only be lowered while the clock is high to prevent spurious ris ing edges from causing incorrect behavior, as shown in the timing diagra m. A better approach is to use a mux and a feedback loop from the ﬂip- ﬂop’s output, as shown in the ﬁgure to the right. When LOADis low, the mux selects the feedback line, and the register reloads its curr ent value. When LOADis high, the mux selects the INinput, and the register loads a new value. The result is similar to a gated D latch with distinct write enable and clock lines.QIN CLKD10LOAD We can use this extended ﬂip-ﬂop as a bit slice for a multi-bit register. A four-bit register of this type is shown to the right. Four data lines—one for each bit—enter the registers from the top of the ﬁgure. When LOAD is low, the logic copies each ﬂip-ﬂop’s value back to its input, 3 0 1 23 0 1 2 Q Q Q QIN IN IN IN CLK1 0 1 0 1 0 1 0 D D D DLOAD and the INinput lines are ignored","{'page_number': 78, 'textbook_name': 'ECE-120-student-notes', 'text': 'A four-bit register of this type is shown to the right. Four data lines—one for each bit—enter the registers from the top of the ﬁgure. When LOAD is low, the logic copies each ﬂip-ﬂop’s value back to its input, 3 0 1 23 0 1 2 Q Q Q QIN IN IN IN CLK1 0 1 0 1 0 1 0 D D D DLOAD and the INinput lines are ignored. When LOADis high, the muxes forward each INline to the corre- sponding ﬂip-ﬂop’s Dinput, allowing the register to load the new 4-bit value. The use of one input line per bit to load a multi-bit register in a single cycle is termed a parallel load .'}"
"A four-bit register of this type is shown to the right. Four data lines—one for each bit—enter the registers from the top of the ﬁgure. When LOAD is low, the logic copies each ﬂip-ﬂop’s value back to its input, 3 0 1 23 0 1 2 Q Q Q QIN IN IN IN CLK1 0 1 0 1 0 1 0 D D D DLOAD and the INinput lines are ignored. When LOADis high, the muxes forward each INline to the corre- sponding ﬂip-ﬂop’s Dinput, allowing the register to load the new 4-bit value. The use of one input line per bit to load a multi-bit register in a single cycle is termed a parallel load .","{'page_number': 78, 'textbook_name': 'ECE-120-student-notes', 'text': 'A four-bit register of this type is shown to the right. Four data lines—one for each bit—enter the registers from the top of the ﬁgure. When LOAD is low, the logic copies each ﬂip-ﬂop’s value back to its input, 3 0 1 23 0 1 2 Q Q Q QIN IN IN IN CLK1 0 1 0 1 0 1 0 D D D DLOAD and the INinput lines are ignored. When LOADis high, the muxes forward each INline to the corre- sponding ﬂip-ﬂop’s Dinput, allowing the register to load the new 4-bit value. The use of one input line per bit to load a multi-bit register in a single cycle is termed a parallel load .'}"
"74  2.7.2 Shift Registers Certain types of registers include logic to manipulate data held within the register. A shift register is an important example of this3 2 1 0CLKSI SO Q Q Q QD D D D type. The simplest shift registeris a series of D ﬂip-ﬂops, with the ou tput of each attached to the input of the next, as shown to the right above. In the circuit shown, a serial inp utSIaccepts a single bit of data per cycle and delivers the bit four cycles later to a serial output SO. Shift registers serve many purposes in modern systems, from the obvious uses of providing a ﬁxed delay and perfo rming bit shifts for processor arithmetic to rate matching between components and reducing the pin count o n programmable logic devices such as ﬁeld programmable gate arrays (FPGAs), the modern form of the p rogrammable logic array mentioned in the textbook. An examplehelps toillustratetheratematchingproblem: historicalI /Obusesused fairlyslowclocks,asthey had to drive signals and be arbitrated over relatively long distances. The Peripheral Control Interconnect (PCI) standard, for example, provided for 33 and 66 MHz bus spee ds. To provide adequate data rates, such buses use many wires in parallel, either 32 or 64 in the case of PCI. In c ontrast, a Gigabit Ethernet (local area network) signal travelling over a ﬁber is clocked at 1.25 GHz, bu t sends only one bit per cycle. Several layers of shift registers sit between the ﬁber and the I/O bus to me diate between the slow, highly parallel signals that travel over the I/O bus and the fast, serial signals th at travel over the ﬁber. The latest variant of PCI, PCIe (e for “express”), uses serial lines at much higher clo ck rates. Returning to the ﬁgure above, imagine that the outputs Qifeed into logic clocked at 1 /4ththe rate of the shift register (and suitably synchronized). Every four cycles, th e ﬂip-ﬂops ﬁll up with another four bits, at which point the outputs are read in parallel. The shift register shown can thus serve to transform serial data to 4-bit-parallel data at one-quarter the clock speed. Unlike the registers discussed earlier, the shift register above does not support parallel load, which prevents it fr om transforming a slow, parallel stream of data into a high-speed serial stream. The use of serial load requires Ncycles for an N-bit register, but can reduce the number of wires needed to support the operation o f the shift register. How would you add support for parallel load? How many additional inputs would be neces sary? The shift register above also shifts continuously, and cannot stor e a value. A set of muxes, analogous to those that we used to control register loading, can be applied to co ntrol shifting, as shown below. 3 0 1 2 Q Q Q QCLK1 0 1 0 1 0 1 0 D D D DSHIFT SI SO Using a 4-to-1 mux, we can construct a shift register with additiona l functionality","{'page_number': 79, 'textbook_name': 'ECE-120-student-notes', 'text': 'A set of muxes, analogous to those that we used to control register loading, can be applied to co ntrol shifting, as shown below. 3 0 1 2 Q Q Q QCLK1 0 1 0 1 0 1 0 D D D DSHIFT SI SO Using a 4-to-1 mux, we can construct a shift register with additiona l functionality. The bit slice at the top of the next page allows us to build a bidirectional shift register with parallel load capability and the ability to retain its value indeﬁnitely. The two-bit control input Cuses a representation that we have chosen for the four operations supported by our shift register, as show n in the table below the bit slice design.'}"
"A set of muxes, analogous to those that we used to control register loading, can be applied to co ntrol shifting, as shown below. 3 0 1 2 Q Q Q QCLK1 0 1 0 1 0 1 0 D D D DSHIFT SI SO Using a 4-to-1 mux, we can construct a shift register with additiona l functionality. The bit slice at the top of the next page allows us to build a bidirectional shift register with parallel load capability and the ability to retain its value indeﬁnitely. The two-bit control input Cuses a representation that we have chosen for the four operations supported by our shift register, as show n in the table below the bit slice design.","{'page_number': 79, 'textbook_name': 'ECE-120-student-notes', 'text': 'A set of muxes, analogous to those that we used to control register loading, can be applied to co ntrol shifting, as shown below. 3 0 1 2 Q Q Q QCLK1 0 1 0 1 0 1 0 D D D DSHIFT SI SO Using a 4-to-1 mux, we can construct a shift register with additiona l functionality. The bit slice at the top of the next page allows us to build a bidirectional shift register with parallel load capability and the ability to retain its value indeﬁnitely. The two-bit control input Cuses a representation that we have chosen for the four operations supported by our shift register, as show n in the table below the bit slice design.'}"
"2.7 Registers 75 The bit slice allows us to build N-bit shift registers by replicating the slice and adding a ﬁxed amount of “ glue logic .” For example, the ﬁgure below represents a 4-bit bidirectional shift register constructed in this way. The mux used for the SOoutput logic is the glue logic needed in addition to the four bit slices. At each rising clock edge, the action speciﬁed by C1C0is taken. When C1C0= 00, the register holds its current value, with the register value appearing on Q[3 : 0] and each ﬂip-ﬂop feeding its output back into its input. For C1C0= 01, the shift register shifts left: the serial input, SI, is fed into ﬂip-ﬂop 0, and Q3is passed to the serial output, SO. Similarly, when C1C0= 11, the shift register shifts right: SIis fed into ﬂip-ﬂop 3, and Q0is passed to SO. Finally, the case C1C0= 10 causes all ﬂip-ﬂops to accept new values from IN[3 : 0], eﬀecting a parallel load.ii−1 i+1i QQ QIN CLK2C D3 0 2 1 C1C0 meaning 00 retain current value 01shift left (low to high) 10load new value (from IN) 11shift right (high to low) 0 3 2 1IN3 IN2 IN1 IN0 Q Q Q Qi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQ bidirectional shift register bitbidirectional shift register bitbidirectional shift register bitbidirectional shift register bit SOC1C0 CLKSI 1 0Qi+1Qi+1Qi+1Qi+1 Several specialized shift operations are used to support data man ipulation in modern processors (CPUs). Essentially, these specializations dictate the glue logic for a shift reg ister as well as the serial input value. The simplest is a logical shift , for which SIis hardwired to 0: incoming bits are always 0. A cyclic shift takesSOand feeds it back into SI, forming a circle of register bits through which the data bits cycle. Finally, an arithmetic shift treats the shift register contents as a number in 2’s complement fo rm. For non-negative numbers and left shifts, an arithmetic shift is the sam e as a logical shift. When a negative number is arithmetically shifted to the right, however, the sign bit is r etained, resulting in a function similar to division by two. The diﬀerence lies in the rounding direction. Division b y two rounds towardszero in most processors:−5/2 gives−2. Arithmetic shift right rounds away from zero for negative numbe rs (and towards zero for positive numbers): −5>>1 gives−3","{'page_number': 80, 'textbook_name': 'ECE-120-student-notes', 'text': 'When a negative number is arithmetically shifted to the right, however, the sign bit is r etained, resulting in a function similar to division by two. The diﬀerence lies in the rounding direction. Division b y two rounds towardszero in most processors:−5/2 gives−2. Arithmetic shift right rounds away from zero for negative numbe rs (and towards zero for positive numbers): −5>>1 gives−3. We transform our previous shift register into one capable of arithmetic shifts by eliminating the serial input and feeding the most s igniﬁcant bit, which represents the sign in 2’s complement form, back into itself for right shifts, as shown below. The bit shifted in for left shifts has been hardwired to 0. 0 3 2 1IN3 IN2 IN1 IN0 Q Q Q Qi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQ bidirectional shift register bitbidirectional shift register bitbidirectional shift register bitbidirectional shift register bit SOC01C CLK0 1 0Qi+1Qi+1Qi+1Qi+1'}"
"When a negative number is arithmetically shifted to the right, however, the sign bit is r etained, resulting in a function similar to division by two. The diﬀerence lies in the rounding direction. Division b y two rounds towardszero in most processors:−5/2 gives−2. Arithmetic shift right rounds away from zero for negative numbe rs (and towards zero for positive numbers): −5>>1 gives−3. We transform our previous shift register into one capable of arithmetic shifts by eliminating the serial input and feeding the most s igniﬁcant bit, which represents the sign in 2’s complement form, back into itself for right shifts, as shown below. The bit shifted in for left shifts has been hardwired to 0. 0 3 2 1IN3 IN2 IN1 IN0 Q Q Q Qi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQ bidirectional shift register bitbidirectional shift register bitbidirectional shift register bitbidirectional shift register bit SOC01C CLK0 1 0Qi+1Qi+1Qi+1Qi+1","{'page_number': 80, 'textbook_name': 'ECE-120-student-notes', 'text': 'When a negative number is arithmetically shifted to the right, however, the sign bit is r etained, resulting in a function similar to division by two. The diﬀerence lies in the rounding direction. Division b y two rounds towardszero in most processors:−5/2 gives−2. Arithmetic shift right rounds away from zero for negative numbe rs (and towards zero for positive numbers): −5>>1 gives−3. We transform our previous shift register into one capable of arithmetic shifts by eliminating the serial input and feeding the most s igniﬁcant bit, which represents the sign in 2’s complement form, back into itself for right shifts, as shown below. The bit shifted in for left shifts has been hardwired to 0. 0 3 2 1IN3 IN2 IN1 IN0 Q Q Q Qi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQi−1QiIN 1C 0C iQ bidirectional shift register bitbidirectional shift register bitbidirectional shift register bitbidirectional shift register bit SOC01C CLK0 1 0Qi+1Qi+1Qi+1Qi+1'}"
"76  ECE120: Introduction to Computer Engineering Notes Set 2.8 Summary of Part 2 of the Course These notes supplement the Patt and Patel textbook, so you will a lso need to read and understand the relevant chapters (see the syllabus) in order to master this mater ial completely. The diﬃculty of learning depends on the type of task involved. Remem bering new terminology is relatively easy, while applying the ideas underlying design decisions shown by exa mple to new problems posed as human tasks is relatively hard. In this short summary, we give you list s at several levels of diﬃculty of what we expect you to be able to do as a result of the last few weeks o f studying (reading, listening, doing homework, discussing your understanding with your classmates, a nd so forth). We’ll start with the skills, and leave the easy stuﬀ for the next page. We expect you to be able to exercise the following skills: •Design a CMOS gate for a simple Boolean function from n-type and p-t ype transistors. •Apply DeMorgan’s laws repeatedly to simplify the form of the compleme nt of a Boolean expression. •Use a K-map to ﬁnd a reasonable expression for a Boolean function ( for example, in POS or SOP form with the minimal number of terms). •More generally, translate Boolean logic functions among concise alge braic, truth table, K-map, and canonical (minterm/maxterm) forms. When designing combinational logic, we expect you to be able to apply t he following design strategies: •Make use of human algorithms (for example, multiplication from additio n). •Determine whether a bit-sliced approach is applicable, and, if so, mak e use of one. •Break truth tables into parts so as to solve each part of a function separately. •Make use of known abstractions (adders, comparators, muxes, or other abstractions available to you) to simplify the problem. And, at the highest level, we expect that you will be able to do the follo wing: •Understand and be able to reason at a high-level about circuit desig n tradeoﬀs between area/cost and performance (and to know that power is also important, but we hav en’t given you any quantiﬁcation methods). •Understand the tradeoﬀs typically made to develop bit-sliced design s—typically, bit-sliced designs are simplerbut biggerand slower—andhowone can developvariantsbetw een the extremes ofthe bit-sliced approach and optimization of functions speciﬁc to an N-bit design. •Understand the pitfalls of marking a function’s value as “don’t care” for some input combinations, and recognize that implementations do not produce “don’t care.” •Understand the tradeoﬀs involved in selecting a representation fo r communicating information between elements in a design, such as the bit slices in a bit-sliced design. •Explain the operation of a latch or a ﬂip-ﬂop, particularly in terms of t he bistable states used to hold a bit","{'page_number': 81, 'textbook_name': 'ECE-120-student-notes', 'text': '” •Understand the tradeoﬀs involved in selecting a representation fo r communicating information between elements in a design, such as the bit slices in a bit-sliced design. •Explain the operation of a latch or a ﬂip-ﬂop, particularly in terms of t he bistable states used to hold a bit. •Understand and be able to articulate the value of the clocked synch ronous design abstraction.'}"
"” •Understand the tradeoﬀs involved in selecting a representation fo r communicating information between elements in a design, such as the bit slices in a bit-sliced design. •Explain the operation of a latch or a ﬂip-ﬂop, particularly in terms of t he bistable states used to hold a bit. •Understand and be able to articulate the value of the clocked synch ronous design abstraction.","{'page_number': 81, 'textbook_name': 'ECE-120-student-notes', 'text': '” •Understand the tradeoﬀs involved in selecting a representation fo r communicating information between elements in a design, such as the bit slices in a bit-sliced design. •Explain the operation of a latch or a ﬂip-ﬂop, particularly in terms of t he bistable states used to hold a bit. •Understand and be able to articulate the value of the clocked synch ronous design abstraction.'}"
